Key		EN	DE	ES	ZH-HANS	FR	IT	KO	JA	JA-JP	ZH-HANT
0204-liquid_voice-0001|data.Desc		All sound-based moves become Water-type moves.	Bewirkt, dass alle Lärm-Attacken des Pokémon den Typ Wasser annehmen.	Hace que todos los movimientos del Pokémon basados en sonido pasen a ser de tipo Agua.	所有的声音招式都变为水属性。	Toutes les attaques sonores du Pokémon prennent le type Eau.	Le mosse basate sul suono del Pokémon con questa abilità diventano di tipo Acqua.	모든 소리 기술이 물타입이 된다.	すべての　おとわざが みずタイプに　なる。	すべての　音技が みずタイプに　なる。	所有的聲音招式 都變為水屬性。
0205-triage-0000|data.Name		Triage	Heilwandel	Primer Auxilio	先行治疗	Prioguérison	Primacura	힐링시프트	ヒーリングシフト	ヒーリングシフト	先行治療
0205-triage-0001|data.Desc		Boosts the Attack Range of healing moves.									
0206-galvanize-0000|data.Name		Galvanize	Elektrohaut	Piel Eléctrica	电气皮肤	Peau Électrique	Pellelettro	일렉트릭스킨	エレキスキン	エレキスキン	電氣皮膚
0206-galvanize-0001|data.Desc		Normal-type moves become Electric-type moves.									
0207-surge_surfer-0000|data.Name		Surge Surfer	Surf-Schweif	Cola Surf	冲浪之尾	Surf Caudal	Codasurf	서핑테일	サーフテール	サーフテール	衝浪之尾
0207-surge_surfer-0001|data.Desc		Doubles the Pokémon's Speed stat on Electric Terrain.	Verdoppelt die Initiative, wenn zuvor ein Elektrofeld erzeugt wurde.	Duplica la Velocidad si hay un campo eléctrico en el terreno de combate.	电气场地时，速度会变为２倍。	La Vitesse du Pokémon est doublée sur un Champ Électrifié.	In presenza di un Campo Elettrico, la Velocità raddoppia.	일렉트릭필드일 때 스피드가 2배가 된다.	エレキフィールド　のとき すばやさが　２ばいに　なる。	エレキフィールド　のとき 素早さが　２倍に　なる。	電氣場地時， 速度會變為２倍。
0208-schooling-0000|data.Name		Schooling	Fischschwarm	Banco	鱼群	Banc	Banco	어군	ぎょぐん	ぎょぐん	魚群
0208-schooling-0001|data.Desc		When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.	Verfügt es über einen hohen KP-Wert, wird es zu einem Schwarm und gewinnt an Stärke. Ist der KP-Wert niedrig, löst sich der Schwarm wieder auf.	Forma bancos con sus congéneres cuando tiene muchos PS, lo cual le otorga más fuerza. Cuando le quedan pocos PS, el banco se dispersa.	HP多的时候会聚起来变强。HP剩余量变少时，群体会分崩离析。	Le Pokémon se rassemble avec ses congénères quand ses PV sont élevés. Plus ses PV baissent, plus le banc s'amenuise.	Quando ha molti PS, il Pokémon forma un banco con i propri simili e si rafforza. Quando ne ha pochi, il banco si disperde.	HP가 많을 때 무리지어 강해진다. HP가 얼마 남지 않으면 무리는 뿔뿔이 흩어진다.	ＨＰが　おおいときは　むれて　つよくなる。 ＨＰの　のこりが　すくなくなると むれは　ちりぢりに　なってしまう。	ＨＰが　多いときは　群れて　強くなる。 ＨＰの　残りが　少なくなると 群れは　散り散りに　なってしまう。	ＨＰ多的時候會聚起來變強。 ＨＰ剩餘量變少時， 群體會分崩離析。
0209-disguise-0000|data.Name		Disguise	Kostümspuk	Disfraz	画皮	Fantômasque	Fantasmanto	탈	ばけのかわ	ばけのかわ	畫皮
0209-disguise-0001|data.Desc		Once per battle, the shroud that covers the Pokémon can protect it from an attack.	Kann ein Mal pro Kampf mit seinem gruseligen Kostüm einen Angriff abwehren.	Permite eludir un único ataque valiéndose de la tela que le cubre el cuerpo.	通过画皮覆盖住身体，可以防住１次攻击。	Le déguisement qui recouvre le corps du Pokémon est capable de le protéger d'une attaque.	Il panno che ricopre il Pokémon lo protegge da un singolo attacco.	몸을 덮는 탈로 1번 공격을 막을 수 있다.	からだを　おおう　ばけのかわで　 １かい　こうげきを　ふせぐことが　できる。	体を　被う　化けの皮で　 １回　攻撃を　防ぐことが　できる。	用畫皮覆蓋住身體， 可防住１次攻擊。
0210-battle_bond-0000|data.Name		Battle Bond	Freundschaftsakt	Fuerte Afecto	牵绊变身	Synergie	Morfosintonia	유대변화	きずなへんげ	きずなへんげ	牽絆變身
0210-battle_bond-0001|data.Desc		Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful.	Besiegt es ein Ziel, vertieft dies die Freundschaft zu seinem Trainer, wodurch es die Ash-Form annimmt und sein Wasser-Shuriken stärker wird.	Al derrotar a un rival, los vínculos con su Entrenador se refuerzan y se convierte en Greninja Ash. Su Shuriken de Agua también se ve potenciado.	打倒对手时，与训练家的牵绊会增强，变为小智版甲贺忍蛙。飞水手里剑的招式威力会增强。	En battant un ennemi, ce Pokémon renforce ses liens avec son Dresseur. Il prend alors sa Forme Sacha et ses Sheauriken gagnent en puissance.	Se il Pokémon manda KO un nemico, il legame con l'Allenatore si rafforza, attivando la trasformazione in Greninja Forma Ash. Acqualame si potenzia.	상대를 쓰러뜨리면 트레이너와의 유대감이 깊어져서 지우개굴닌자로 변한다. 물수리검이 강해진다.	あいてを　たおすと　トレーナーとの きずなが　ふかまり　サトシゲッコウガに へんげする。みずしゅりけんが　つよくなる。	相手を　倒すと　トレーナーとの キズナが　深まり　サトシゲッコウガに 変化する。みずしゅりけんが　強くなる。	打倒對手時，與訓練家的牽絆會加深， 變化成小智版甲賀忍蛙。 飛水手裡劍的威力會增強。
0211-power_construct-0000|data.Name		Power Construct	Scharwandel	Agrupamiento	群聚变形	Rassemblement	Sciamefusione	스웜체인지	スワームチェンジ	スワームチェンジ	群聚變形
0211-power_construct-0001|data.Desc		Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.	Fallen seine KP auf die Hälfte des Maximalwerts oder weniger, eilen ihm weitere Zellen zu Hilfe und es nimmt die Optimumform an.	Cuando sus PS se ven reducidos a la mitad, las células se reagrupan y adopta su Forma Completa.	HP变为一半时，细胞们会赶来支援，变为完全体形态。	Lorsque le Pokémon perd la moitié de ses PV, ses Cellules se rassemblent pour l'encourager, ce qui lui permet de prendre sa Forme Parfaite.	Se i PS del Pokémon scendono a metà o meno, le cellule si raggruppano e gli permettono di assumere la Forma Perfetta.	HP가 절반이 되면 셀들이 응원하러 달려와 퍼펙트폼으로 모습이 변한다.	ＨＰが　はんぶんに　なると セルたちが　おうえんに　かけつけ パーフェクトフォルムに　すがたを　かえる。	ＨＰが　半分に　なると セルたちが　応援に　駆けつけ パーフェクトフォルムに　姿を　変える。	ＨＰ變為一半時， 細胞們會趕來支援， 變為完全體形態。
0212-corrosion-0000|data.Name		Corrosion	Korrosion	Corrosión	腐蚀	Corrosion	Corrosione	부식	ふしょく	ふしょく	腐蝕
0212-corrosion-0001|data.Desc		The Pokémon can poison the target even if it's a Steel or Poison type.	Kann selbst Pokémon vom Typ Stahl oder Gift vergiften.	Permite envenenar incluso a rivales de tipo Acero o Veneno.	可以使钢属性和毒属性的宝可梦也陷入中毒状态。	Permet d'empoisonner les Pokémon de type Acier ou Poison.	Il Pokémon è in grado di avvelenare il bersaglio anche se questo è di tipo Acciaio o Veleno.	강철타입이나 독타입도 독 상태로 만들 수 있다.	はがねタイプや　どくタイプも どく　じょうたいに　することが　できる。	はがねタイプや　どくタイプも どく状態に　することが　できる。	就算對方是鋼屬性或毒屬性寶可夢， 也可讓對方陷入中毒狀態。
0213-comatose-0000|data.Name		Comatose	Dauerschlaf	Letargo Perenne	绝对睡眠	Hypersommeil	Sonno Assoluto	절대안깸	ぜったいねむり	ぜったいねむり	絕對睡眠
0213-comatose-0001|data.Desc		It's always drowsing and will never wake up. It can attack without waking up.	Das Pokémon befindet sich ununterbrochen im Halbschlaf und wacht nie vollständig auf. Es kann jedoch im Schlaf angreifen.	No despierta jamás de su profundo letargo e incluso ataca dormido.	总是半梦半醒的状态，绝对不会醒来。可以就这么睡着进行攻击。	Le Pokémon rêve en permanence et ne se réveille jamais. Il est capable d'attaquer normalement tout en dormant.	Il Pokémon si trova in un costante stato di dormiveglia che gli impedisce di svegliarsi. Può attaccare anche da addormentato.	항상 비몽사몽 상태로 절대 깨지 않는다. 잠든 상태로 공격할 수 있다.	つねに　ゆめうつつの　じょうたいで ぜったいに　めざめない。 ねむったまま　こうげきが　できる。	つねに　夢うつつの　状態で 絶対に　目覚めない。 眠ったまま　攻撃が　できる。	總是半夢半醒的狀態， 絕對不會醒來。 可在睡著的狀況下進行攻擊。
0214-queenly_majesty-0000|data.Name		Queenly Majesty	Majestät	Regia Presencia	女王的威严	Prestance Royale	Regalità	여왕의위엄	じょおうのいげん	じょおうのいげん	女王的威嚴
0214-queenly_majesty-0001|data.Desc		Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves.	Schüchtert den Gegner ein und hindert ihn so daran, Attacken mit hoher Erstschlagquote einzusetzen.	Intimida al rival y le impide usar movimientos con prioridad dirigidos al Pokémon.	向对手施加威慑力，使其无法对我方使出先制招式。	L'adversaire est impressionné par la majesté du Pokémon et ne peut pas le viser avec une attaque prioritaire.	L'aura di regalità del Pokémon impedisce al nemico di attaccarlo con mosse che hanno priorità alta.	상대에게 위압감을 줘서 이쪽을 향한 선제 기술을 사용할 수 없게 한다.	あいてに　いあつかんを　あたえ こちらに　むかって　せんせいわざを だせない　ようにする。	相手に　威圧感を　あたえ こちらに　むかって　先制技を 出せない　ようにする。	向對手施加威懾力， 使其無法對我方使出先制招式。
0215-innards_out-0000|data.Name		Innards Out	Magenkrempler	Revés	飞出的内在物	Expuls'Organes	Espellinterno	내용물분출	とびだすなかみ	とびだすなかみ	飛出的內在物
0215-innards_out-0001|data.Desc		Damages the attacker landing the finishing hit by the amount equal to its last HP.	Wird es durch eine Attacke besiegt, fügt es dem Angreifer Schaden in Höhe des KP-Werts zu, den es besaß, bevor es kampfunfähig wurde.	Al caer debilitado, inflige al rival un daño equivalente a los PS que le quedaran.	被对手打倒的时候，会给予对手相当于HP剩余量的伤害。	Le Pokémon inflige à l'adversaire l'ayant mis K.O. des dégâts égaux au nombre de PV qu'il lui restait avant le coup de grâce.	Se il Pokémon viene mandato KO da un attacco, infligge a chi lo ha sferrato tanti danni quanti erano i suoi PS prima di ricevere il colpo.	상대가 쓰러뜨렸을 때 HP의 남은 양만큼 상대에게 데미지를 준다.	あいてに　たおされたとき ＨＰの　のこりの　ぶんだけ あいてに　ダメージを　あたえる。	相手に　倒されたとき ＨＰの　残りの　ぶんだけ 相手に　ダメージを　あたえる。	被對手打倒的時候， 會給予對手相當於 ＨＰ剩餘量的傷害。
0216-dancer-0000|data.Name		Dancer	Tänzer	Pareja de Baile	舞者	Danseuse	Sincrodanza	무희	おどりこ	おどりこ	舞者
0216-dancer-0001|data.Desc		When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.	Kann direkt im Anschluss an die Tanz-Attacke eines anderen Pokémon ebenfalls eine solche einsetzen.	Permite copiar inmediatamente cualquier movimiento de baile que haya usado otro Pokémon presente en el combate.	有谁使出跳舞招式时，自己也能就这么接着使出跳舞招式。	Si n'importe quel Pokémon utilise une capacité dansante, ce Pokémon peut se mettre aussi à danser.	Permette al Pokémon di copiare immediatamente qualsiasi mossa basata sulla danza usata da un altro Pokémon in campo.	누군가 춤 기술을 쓰면 자신도 이어서 춤 기술을 쓸 수 있다.	だれかが　おどりわざを　つかうと じぶんも　それに　つづいて おどりわざを　だすことが　できる。	だれかが　踊り技を　使うと 自分も　それに　続いて 踊り技を　出すことが　できる。	當有誰使出跳舞招式時， 自己也能接著使出跳舞招式。
0217-battery-0000|data.Name		Battery	Batterie	Batería	蓄电池	Batterie	Batteria	배터리	バッテリー	バッテリー	蓄電池
0217-battery-0001|data.Desc		Powers up ally Pokémon's special moves.	Erhöht die Stärke der Spezial-Attacken seiner Mitstreiter.	Potencia los movimientos especiales de los aliados.	会提高我方的特殊招式的威力。	Augmente la puissance des capacités spéciales des alliés.	Aumenta la potenza delle mosse speciali degli alleati.	같은 편 특수 기술의 위력을 올린다.	みかたの　とくしゅわざの いりょくを　あげる。	味方の　特殊技の 威力を　上げる。	會提高我方的 特殊招式的威力。
