Key		EN	FR	DE	ES	PT	KO	IT	JA	JA-JP	ZH-HANS	ZH-HANT
0010-held_spell_tag-0001|data.Desc		An item to be held by a Pokémon. It is a sinister, eerie tag that boosts the power of Ghost-type moves.	Objet à tenir. Une plaque sinistre et étrange qui augmente la puissance des capacités de type Spectre.	Ein Item zum Tragen. Ein fieser, unheimlicher Sticker, der Attacken vom Typ Geist verstärkt.	Debe llevarlo un Pokémon. Aumenta la dureza en los concursos.		괴상하고 으스스한 부적. 지니게 하면 고스트타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Targa sinistra e inquietante che potenzia le mosse di tipo Spettro.	あやしくて　ぶきみな　おふだ。 もたせると　ゴーストタイプの わざの　いりょくが　あがる。	怪しくて　不気味な　お札。 持たせると　ゴーストタイプの 技の　威力が　あがる。	古怪可怕的咒符。 携带后，幽灵属性的 招式威力就会提高。	古怪可怕的咒符。 攜帶後，幽靈屬性的 招式威力就會提高。
0010-held_splash_plate-0000|data.Name		Splash Plate	Plaque Hydro	Wassertafel	Tabla Linfa		물방울플레이트	Lastraidro	しずくプレート	しずくプレート	水滴石板	水滴石板
0010-held_splash_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Water-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Eau.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Wasser.			지니게 하면 물타입 기술의 위력이 절반이 되는 석판.					
0010-held_spooky_plate-0000|data.Name		Spooky Plate	Plaque Fantô	Spuktafel	Tabla Terror		원령플레이트	Lastratetra	もののけプレート	もののけプレート	妖怪石板	妖怪石板
0010-held_spooky_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Ghost-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Spectre.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Geist.			지니게 하면 고스트타입 기술의 위력이 절반이 되는 석판.					
0010-held_sticky_barb-0000|data.Name		Sticky Barb	Piquants	Klettdorn	Toxiestrella		끈적끈적바늘	Vischiopunta	くっつきバリ	くっつきバリ	附着针	附著針
0010-held_sticky_barb-0001|data.Desc		A held item that damages the holder and sticks when held. It may latch on to Pokémon that make contact with the holder.	Objet à tenir. Inflige des dégâts au porteur et devient collant lorsqu'il est tenu. Il est susceptible de s'accrocher aux ennemis ou alliés qui rentre en contact avec le porteur.	Bleibt kleben und verursacht beim Angreifen Schaden solange er gehalten wird. Er kann jedoch an Angreifern haften bleiben, die ihn berühren.			지니게 하면 데미지를 입고 끈적거리게 된다. 지닌 포켓몬과 접촉하는 포켓몬에게 옮겨갈 수도 있다.					
0010-held_stone_plate-0000|data.Name		Stone Plate	Plaque Roc	Steintafel	Tabla Pétrea		암석플레이트	Lastrapietra	がんせきプレート	がんせきプレート	岩石石板	岩石石板
0010-held_stone_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Rock-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Roche.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Gestein.			지니게 하면 바위타입 기술의 위력이 절반이 되는 석판.					
0010-held_toxic_orb-0000|data.Name		Toxic Orb	Orbe Toxique	Toxik-Orb	Toxisfera		맹독구슬	Tossicsfera	どくどくだま	どくどくだま	剧毒宝珠	劇毒寶珠
0010-held_toxic_orb-0001|data.Desc		A bizarre orb that will badly poison the holder. This item sticks when held.	Une orbe étrange qui donne à son porteur le status Grave Empoisonement. Cet objet devient collant lorsqu'il est tenu.	Ein bizarrer Orb, welcher den Träger schwer vergiftet. Das Item wird klebrig, sobald es getragen wird.			지니게 하면 맹독에 걸리게 하고 끈적거리게 되는 요상한 구슬.					
0010-held_toxic_plate-0000|data.Name		Toxic Plate	Plaque Toxik	Gifttafel	Tabla Tóxica		맹독플레이트	Lastrafiele	もうどくプレート	もうどくプレート	剧毒石板	劇毒石板
0010-held_toxic_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Poison-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Poison.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Gift.			지니게 하면 독타입 기술의 위력이 절반이 되는 석판.					
0010-held_trap_scarf-0000|data.Name		Trap Scarf	Trappeur	Fallenschal			함정회피스카프					
0010-held_trap_scarf-0001|data.Desc		A held item that prevents the Pokémon from setting off traps.	Objet à tenir qui empêche les pièges de se déclencher quand le Pokémon marche dessus.	Dieser Schal verhindert Fallenaktivierungen für den Träger.			지니게 하면 함정을 밟아도 작동되지 않게 된다.					
0010-held_twist_band-0000|data.Name		Twist Band	Turban	Spiralband			꽈배기머리띠					
0010-held_twist_band-0001|data.Desc		A held item that prevents the Pokémon's Attack and Special Attack from being reduced.	Objet à tenir qui empêche l'Attaque et l'Attaque Spéciale du Pokémon de baisser.	Ein Item zum Tragen, das verhindert, dass Angriff und Spezial-Angriff absinken.			지니게 하면 공격과 특수공격 스탯이 하락하는 것을 방지한다.					
0010-held_twisted_spoon-0000|data.Name		Twisted Spoon	Cuiller Tordue	Krummlöffel	Cuchara Torcida		휘어진스푼	Cucchiaio Torto	まがったスプーン	まがったスプーン	弯曲的汤匙	彎曲的湯匙
0010-held_twisted_spoon-0001|data.Desc		An item to be held by a Pokémon. This spoon is imbued with telekinetic power and boosts Psychic-type moves.	Objet à tenir. Une cuiller contenant un pouvoir télékinésique qui augmente la puissance des capacités de type Psy.	Ein Item zum Tragen. Ein Löffel voller telekinetischer Energie, der Attacken vom Typ Psycho verstärkt.	Debe llevarla un Pokémon. Aumenta ligeramente la Precisión de los movimientos.		염동력을 담은 숟가락. 지니게 하면 에스퍼타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Cucchiaio dotato di potere telecinetico che potenzia le mosse di tipo Psico.	ねんりきを　こめた　スプーン。 もたせると　エスパータイプの わざの　いりょくが　あがる。	念力を　こめた　スプーン。 持たせると　エスパータイプの 技の　威力が　あがる。	注入了念力的汤匙。 携带后，超能力属性的 招式威力就会提高。	注入了念力的湯匙。 攜帶後，超能力屬性的 招式威力就會提高。
0010-held_warp_scarf-0000|data.Name		Warp Scarf	Télécharpe	Warp-Schal			워프스카프					
0010-held_warp_scarf-0001|data.Desc		A held item that warps the Pokémon to another place on the floor after being attacked.	Objet à tenir qui téléporte le Pokémon à un autre endroit du même étage lorsqu'il est attaqué.	Teleportiert den Träger zu einem Ort auf der Ebene, wenn dieser angegriffen wurde.			지니게 하면 공격당했을 때 층의 다른 위치로 순간이동하게 된다.					
0010-held_weather_rock-0000|data.Name		Weather Rock										
0010-held_weather_rock-0001|data.Desc		An item that increases the duration of weather moves used by the holder.										
0010-held_wide_lens-0000|data.Name		Wide Lens	Loupe	Großlinse	Lupa		광각렌즈	Grandelente	こうかくレンズ	こうかくレンズ	广角镜	廣角鏡
0010-held_wide_lens-0001|data.Desc		A magnifying lens that boosts the Pokémon's Attack Range.	Une loupe qui booste la portée des attaques du Pokémon.	Dieses Vergrößerungsglas erhöht die Reichweite von Angriffen.			물건이 크게 보이는 렌즈. 지니게 하면 기술의 공격 범위가 조금 올라간다.					
0010-held_x_ray_specs-0000|data.Name		X-Ray Specs	Rayons X	Röntgenaugen			투시안경					
0010-held_x_ray_specs-0001|data.Desc		A held item that enables the Pokémon to see enemies through heavy darkness.	Objet à tenir qui permet au Pokémon de voir les ennemis dans l'obscuritée.	Diese Brille erlaubt dem Pokémon alle Gegner in schwerer Dunkelheit zu sehen.			지니게 하면 깊은 어둠 속에서도 상대를 볼 수 있게 된다.					
0010-held_zap_plate-0000|data.Name		Zap Plate	Plaque Volt	Blitztafel	Tabla Trueno		우뢰플레이트	Lastrasaetta	いかずちプレート	いかずちプレート	雷电石板	雷電石板
0010-held_zap_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Electric-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Électrik.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Elektro.			지니게 하면 전기타입 기술의 위력이 절반이 되는 석판.					
0010-held_zinc_band-0000|data.Name		Zinc Band	Bandeau Zinc	Zinkband								
0010-held_zinc_band-0001|data.Desc		A hold item that slightly boosts the Pokémon's Special Defense.	Objet à tenir. Augmente légèrement la Défense Spéciale du Pokémon	Ein Item zum Tragen. Die Spezial Verteidigung des Trägers wird leicht erhöht.								
0011-wand_fear-0000|data.Name		Fear Wand	Branche Tremblemment	Angstzweig			깜짝지팡이					
0011-wand_fear-0001|data.Desc		A wand to be waved at a Pokémon. It causes the target to flinch.	Une branche que l'on agite vers un Pokémon. Elle cause à la cible la peur	Ein Zweig, der gegen Pokémon geschwungen werden kann. Er lässt das Ziel zurückschrecken.			포켓몬에게 휘두르면 풀죽게 된다.					
0011-wand_infatuation-0000|data.Name		Infatuation Wand	Branche Séduction	Anziehungszweig			헤롱지팡이					
0011-wand_infatuation-0001|data.Desc		A wand to be waved at Pokémon of the opposite gender. It causes the target to become attracted to the user.	Une branche que l'on agite vers un Pokémon d'un genre opposé. Elle cause à la cible d'être attiré amoureusement à l'utilisateur.	Ein Zweig, der gegen Pokémon des anderen Geschlechtes geschwungen werden kann. Das Ziel vernarrt sich in den Nutzer.			다른 성별의 포켓몬에게 휘두르면 사용자에 대한 사랑에 빠지게 된다.					
0011-wand_lob-0000|data.Name		Lob Wand	Branche Dégâts	Lobzweig			발사지팡이					
0011-wand_lob-0001|data.Desc		A wand to be waved at a Pokémon. It inflicts damage on any Pokémon in a straight line, passing through walls.	Une branche que l'on agite vers un Pokémon. Elle inflige des dégâts à tout Pokémon en ligne droite, en passant à travers les murs.	Ein Zweig, der gegen Pokémon geschwungen werden kann. Er verursacht jedem Pokémon in einer geraden Linie Schaden. Er kann ebenfalls durch Wände gehen.			포켓몬에게 휘두르면 벽을 관통하며 직선상에 있는 모든 포켓몬에게 데미지를 입힌다.					
0011-wand_lure-0000|data.Name		Lure Wand	Branche Âppat	Lockzweig			유인지팡이					
0011-wand_lure-0001|data.Desc		A wand to be waved at a Pokémon. It causes the target to warp in front of the user.	Une branche que l'on agite vers un Pokémon. Elle permet à la cible de se téléporter en face de l'utilisateur	Ein Zweig, der gegen Pokémon geschwungen werden kann. Er teleportiert das Ziel direkt vor dem Nutzer.			포켓몬에게 휘두르면 사용자 앞으로 순간이동하게 된다.					
0011-wand_path-0000|data.Name		Path Wand	Branche Piste	Pfadzweig			길의지팡이					
0011-wand_path-0001|data.Desc		A wand to be waved at terrain features. It clears obstacles to form a path directly in front of the user.	Une branche que l'on agite sur les éléments du terrain. Elle efface les obstacles pour former un chemin directement devant l'utilisateur.	Ein Zweig, der gegen Geländeeigenschaften geschwungen werden kann. Es entfernt Hindernisse, um dadurch einen Pfad direkt vor dem Nutzer zu formen.			지형을 향해 휘두르면 장애물을 제거해 사용자 앞에 길을 만든다.					
0011-wand_pounce-0000|data.Name		Pounce Wand	Branche Bond	Wuchtzweig			바운스지팡이					
0011-wand_pounce-0001|data.Desc		A wand to be waved at a Pokémon or wall. It causes the user to jump to that location.	Une branche que l'on agite vers un Pokémon ou un mur. Elle fait sauter l'utilisateur à cet endroit.	Ein Zweig, der gegen Pokémon oder Wände geschwungen werden kann. Der Nutzer springt an die getroffene Position.			포켓몬이나 벽을 향해 휘두르면 그 위치로 뛰게 된다.					
0011-wand_purge-0000|data.Name		Purge Wand	Branche Purge	Reinigungszweig			말끔지팡이					
0011-wand_purge-0001|data.Desc		A wand to be waved at a Pokémon. It removes all stat boosts and damages the target for each stat boosted. Stat drops will heal the target instead.	Une branche que l'on agite vers un Pokémon. Elle supprime tous les boosts de statut et endommage la cible pour chaque statut boosté. Les baisses de statut soigneront la cible à la place	Ein Zweig, der gegen Pokémon geschwungen werden kann. Er entfernt alle Statuswertverbesserungen und schadet dem Ziel für jede Wertverbesserung. Wertsenkungen hingegen heilen das Ziel.			포켓몬에게 휘두르면 모든 스탯 변화가 사라지며, 증가했던 스탯이 사라지면 데미지를 입게 된다. 하락했던 스탯이 사라지면 대신 체력이 회복된다.					
