Key		EN	DE	PT	IT	ZH-HANS	FR	ES	KO	JA	JA-JP	ZH-HANT
0553-freeze_shock-0001|data.Desc		On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis.	Feuert in der zweiten Runde elektrisch geladene Eisklumpen auf das Ziel ab. Paralysiert das Ziel eventuell.		Chi la usa lancia contro il bersaglio al turno successivo una sfera di ghiaccio ricoperta di elettricità. Può anche paralizzarlo.	用覆盖着电流的冰块，在第2回合撞向对手。有时会让对手陷入麻痹状态。	Projette un bloc de glace électrifié sur l’ennemi au second tour. Peut aussi le paralyser.	El usuario carga un bloque de hielo con electricidad en el primer turno y ataca con él en el segundo. Puede paralizar.	전기를 두른 얼음덩어리로 2턴째에 상대를 내리친다. 마비 상태로 만들 때가 있다.	でんきを　まとった　こおりの　かたまりで ２ターンめに　あいてを　たたきつける。 まひ　じょうたいに　することが　ある。	電気を　まとった　氷の　塊で ２ターン目に　相手を　たたきつける。 まひ状態に　することが　ある。	製造出帶有電流的冰塊， 在下一回合攻擊對手。 有時會讓對手陷入麻痺狀態。
0554-ice_burn-0000|data.Name		Ice Burn	Frosthauch		Vampagelida	极寒冷焰	Feu Glacé	Llama Gélida	콜드플레어	コールドフレア	コールドフレア	極寒冷焰
0554-ice_burn-0001|data.Desc		On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.	Umgibt das Ziel in der nächsten Runde mit heftigen, alles gefrierenden Eisböen. Fügt dem Ziel eventuell Verbrennungen zu.		Chi la usa attacca il bersaglio al turno successivo e lo avvolge in un soffio d’aria gelida. Può anche scottarlo.	用能够冻结一切的强烈冷气，在第2回合包裹住对手。有时会让对手陷入灼伤状态。	Au second tour, le lanceur projette un souffle de vent glacial dévastateur sur l’ennemi. Peut aussi le brûler.	Ataca al objetivo en el segundo turno rodeándolo de un aire gélido. Puede causar quemaduras.	모든 것을 얼려버리는 격렬한 냉기로 2턴째에 상대를 둘러싼다. 화상 상태로 만들 때가 있다.	すべてを　こおらせる　はげしい　れいきで ２ターンめに　あいてを　つつ こむ。 やけど　じょうたいに　することが　ある。	すべてを　凍らせる　激しい　冷気で ２ターン目に　相手を　包 こむ。 やけど状態に　することが　ある。	在使用後的下一回合， 用能夠凍結一切的強烈寒氣包圍對手。 有時會讓對手陷入灼傷狀態。
0555-snarl-0000|data.Name		Snarl	Standpauke		Urlorabbia	大声咆哮	Aboiement	Alarido	바크아웃	バークアウト	バークアウト	大聲咆哮
0555-snarl-0001|data.Desc		The user yells as if it's ranting about something, which lowers the Sp. Atk stat of opposing Pokémon.	Wäscht Zielen in der Nähe mit einer ausführlichen Standpauke den Kopf und senkt dabei deren Spezial-Angriff.		Chi la usa si mette a urlare per un po’, riducendo l’Attacco Speciale dei nemici intorno.	没完没了地大声斥责，从而降低对手的特攻。	Le lanceur hurle sur l’ennemi. Baisse l’Attaque Spéciale de l’ennemi.	Ataca con un chillido desagradable que baja el Ataque Especial del rival.	호되게 호통을 쳐서 상대의 특수공격을 떨어뜨린다.	まくしたてる　ように　どなりつけて あいての　とくこうを　さげる。	まくしたてる　ように　怒鳴りつけて 相手の　特攻を　さげる。	沒完沒了地向對手大聲咆哮， 降低對手的特攻。
0556-icicle_crash-0000|data.Name		Icicle Crash	Eiszapfhagel		Scagliagelo	冰柱坠击	Chute Glace	Chuzos	고드름떨구기	つららおとし	つららおとし	冰柱墜擊
0556-icicle_crash-0001|data.Desc		The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.	Lässt große, schwere Eiszapfen auf das Ziel herabregnen. Ziel schreckt eventuell zurück.		Chi la usa attacca violentemente il bersaglio con grosse stalattiti di ghiaccio che possono anche farlo tentennare.	用大冰柱激烈地撞向对手进行攻击。有时会使对手畏缩。	Envoie de gros blocs de glace sur l’ennemi pour lui infliger des dégâts. Peut aussi l’apeurer.	Lanza grandes carámbanos. Puede hacer retroceder al objetivo.	큰 고드름을 격렬하게 부딪쳐서 공격한다. 상대를 풀죽게 만들 때가 있다.	おおきな　つららを はげしく　ぶつけて　こうげきする。 あいてを　ひるませる　ことが　ある。	大きな　氷柱を 激しく　ぶつけて　攻撃する。 相手を　ひるませることが　ある。	將巨大冰柱猛烈地 砸向對手進行攻擊。 有時會使對手畏縮。
0557-v_create-0000|data.Name		V-create	V-Generator		Generatore V	V热焰	Coup Victoire	V de Fuego	V제너레이트	Ｖジェネレート	Ｖジェネレート	V熱焰
0557-v_create-0001|data.Desc		With a hot flame on its forehead, the user hurls itself at its target. This lowers the user's Defense, Sp. Def, and Movement Speed.	Anwender entfacht glühend heißes Feuer auf seinem Kopf und stürzt sich auf das Ziel. Senkt Verteidigung, Spezial-Verteidigung und Bewegungsgeschwindigkeit des Anwenders.			从前额产生灼热的火焰，舍身撞击对手。防御、特防和移动速度会降低。			작열하는 불꽃을 이마에서 발생시켜 이판사판으로 몸통박치기한다. 방어, 특수방어, 행동속도가 떨어진다.			
0558-fusion_flare-0000|data.Name		Fusion Flare	Kreuzflamme		Incrofiamma	交错火焰	Flamme Croix	Llama Fusión	크로스플레임	クロスフレイム	クロスフレイム	交錯火焰
0558-fusion_flare-0001|data.Desc		The user brings down a giant flame. This attack is more powerful when influenced by an enormous thunderbolt.	Feuert eine monströse Flamme ab. Wird die Attacke durch einen gigantischen Blitz modifiziert, steigt die Stärke.		Chi la usa lancia una fiammata enorme. Se usata in combinazione con Incrotuono, il danno provocato dalla mossa aumenta.	释放出巨大的火焰。受到巨大的闪电影响时，招式威力会提高。	Projette une boule de feu gigantesque. L’effet augmente sous l’influence d’Éclair Croix.	Ataca con una llamarada gigantesca. Aumenta su potencia si es influenciada por una gran energía eléctrica.	거대한 불꽃을 내리친다. 거대한 천둥의 영향을 받으면 기술의 위력이 올라간다.	きょだいな　ほのおを　たたきつける。 きょだいな　いかずちの　えいきょうをうけ わざの　いりょくが　あがる。	巨大な　炎を　たたきつける。 巨大な　雷の　影響を受け 技の　威力が　あがる。	放出巨大的火焰攻擊對手。 受到巨大的閃電影響時， 招式的威力會提高。
0559-fusion_bolt-0000|data.Name		Fusion Bolt	Kreuzdonner		Incrotuono	交错闪电	Éclair Croix	Rayo Fusión	크로스썬더	クロスサンダー	クロスサンダー	交錯閃電
0559-fusion_bolt-0001|data.Desc		The user throws down a giant thunderbolt. This move is more powerful when influenced by an enormous flame.	Feuert einen monströsen Blitz ab. Wird die Attacke durch eine gigantische Flamme modifiziert, steigt die Stärke.		Chi la usa lancia un fulmine enorme. Se usata in combinazione con Incrofiamma, il danno provocato dalla mossa aumenta.	释放出巨大的闪电。受到巨大的火焰影响时，招式威力会提高。	Projette un orbe électrique gigantesque. L’effet augmente sous l’influence de Flamme Croix.	Ataca con una enorme descarga eléctrica. Aumenta su potencia si es influenciada por una gigantesca llamarada.	거대한 천둥을 내리친다. 거대한 불꽃의 영향을 받아 기술의 위력이 올라간다.	きょだいな　いかずちを　たたきつける。 きょだいな　ほのおの　えいきょうをうけ わざの　いりょくが　あがる。	巨大な　雷を　たたきつける。 巨大な　炎の　影響を受け 技の　威力が　あがる。	放出巨大的閃電攻擊對手。 受到巨大的火焰影響時， 招式的威力會提高。
0560-flying_press-0000|data.Name		Flying Press	Flying Press		Schiacciatuffo	飞身重压	Flying Press	Plancha Voladora	플라잉프레스	フライングプレス	フライングプレス	飛身重壓
0560-flying_press-0001|data.Desc		The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.	Der Anwender stürzt sich aus der Luft auf das Ziel. Die Attacke gehört sowohl dem Typ Kampf als auch dem Typ Flug an.		Chi la usa si tuffa sul bersaglio dall’alto. È una mossa di tipo Lotta e Volante allo stesso tempo.	从空中俯冲向对手。此招式同时带有格斗属性和飞行属性。	Une attaque en piqué depuis le ciel, à la fois de type Combat et de type Vol.	El Pokémon que lo usa se lanza sobre su oponente. Este movimiento es de tipo Lucha y tipo Volador al mismo tiempo.	공중에서 상대에게 다이브한다. 이 기술은 격투타입임과 동시에 비행타입이기도 하다.	くうちゅうから　あいてに　ダイブする。 このわざは　かくとうタイプと　どうじに ひこうタイプでも　ある。	空中から　相手に　ダイブする。 この技は　かくとうタイプと　同時に ひこうタイプでも　ある。	從空中俯衝向對手進行攻擊。 此招式同時具有 格鬥屬性和飛行屬性。
0561-mat_block-0000|data.Name		Mat Block	Tatami-Schild		Ribaltappeto	掀榻榻米	Tatamigaeshi	Escudo Tatami	마룻바닥세워막기	たたみがえし	たたみがえし	掀榻榻米
0561-mat_block-0001|data.Desc		Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves.	Der Anwender richtet eine Tatami-Matte auf, um sich und sein Team vor Schaden zu schützen. Kein Schutz vor Status-Attacken.		Chi la usa protegge se stesso e i propri alleati dai danni di mosse nemiche, adoperando un tappetino come scudo. Non è efficace contro mosse di stato.	将掀起来的榻榻米当作盾牌，防住自己和同伴免受招式伤害。变化招式无法防住。	Retourne un tatami pour bloquer, comme avec un bouclier, les capacités visant le lanceur ou ses alliés. N’a pas d’effet sur les attaques de statut.	El usuario usa un tatami para escudarse de los movimientos enemigos. Protege también a los aliados. No funciona contra ataques de estado.	뒤집어 세운 마룻바닥을 방패로 하여 자신과 같은 편으로 향하는 기술 데미지를 막는다. 변화 기술은 막을 수 없다.	かえした　タタミを　たてにして　じぶんや  かたへの　わざの　ダメージを　ふせぐ。 へんかわざは　ふせぐことが　できない。	かえした　タタミを　盾にして　自分や 味方への　技の　ダメージを　防ぐ。 変化技は　防ぐことが　できない。	將掀起來的榻榻米當作盾牌， 防禦住攻擊我方的攻擊招式。 但無法防禦住變化招式的攻擊。
0562-belch-0000|data.Name		Belch	Rülpser		Rutto	打嗝	Éructation	Eructo	트림	ゲップ	ゲップ	打嗝
0562-belch-0001|data.Desc		The user readies a belch. Eating a food item will unleash the move.	Der Anwender macht sich zum Rülpsen bereit. Diese Attacke wird nach dem Konsum eines essbaren Items ausgeführt.			朝着对手打嗝，并给予伤害。如果不吃食物则无法使出。			상대에게 트림할 준비를 한다. 음식류를 먹으면 공격한다.			
0563-rototiller-0000|data.Name		Rototiller	Pflüger		Aracampo	耕地	Fertilisation	Fertilizante	일구기	たがやす	たがやす	耕地
0563-rototiller-0001|data.Desc		The user overturns the soil, destroying obstacles along the way.	Der Anwender pflügt den Boden und entfernt dabei Hindernisse im Weg.			翻耕土地，破坏途经的阻碍。						
0564-sticky_web-0000|data.Name		Sticky Web	Klebenetz		Rete Vischiosa	黏黏网	Toile Gluante	Red Viscosa	끈적끈적네트	ねばねばネット	ねばねばネット	黏黏網
0564-sticky_web-0001|data.Desc		The user shoots a sticky net at the target, causing its item to become sticky.	Der Anwender schleudert ein klebriges Netz auf das Ziel und macht dadurch getragene Items klebrig.			向对手发射黏黏的网，使道具被粘着。			상대에게 끈적끈적한 네트를 둘러 지닌 도구를 끈적끈적하게 만들어버린다.			
0565-fell_stinger-0000|data.Name		Fell Stinger	Stachelfinale		Pungiglione	致命针刺	Dard Mortel	Aguijón Letal	마지막일침	とどめばり	とどめばり	致命針刺
0565-fell_stinger-0001|data.Desc		When the user knocks out a target with this move, the user’s Attack stat rises drastically.	Gelingt es dem Anwender, das Ziel mit dieser Attacke zu besiegen, steigt sein Angriffs-Wert drastisch.		L’Attacco di chi la usa aumenta moltissimo se grazie alla mossa il bersaglio va KO.	如果使用此招式打倒对手，攻击会巨幅提高。	Augmente beaucoup l’Attaque du lanceur si un ennemi est mis K.O. avec cette capacité.	Si se derrota al objetivo utilizando este movimiento, aumenta muchísimo el Ataque del usuario.	이 기술을 사용하여 상대를 쓰러뜨리면 공격이 매우 크게 오른다.	この　わざを　つかって あいてを　たおすと こうげきが　ぐぐーんと　あがる。	この　技を　使って 相手を　倒すと 攻撃が　ぐぐーんと　あがる。	使用此招式打倒對手時， 自己的攻擊會極大幅提高。
